,annotation,annotation_level2,annotated_clusters_update3
exp_11671,tumour,tumour,tumour
exp_11672,stroma-immune,vessel,vessel
exp_11673,stroma-immune,stroma-immune,CD4 T cells
exp_11674,stroma-fib,stroma-immune,CD4 T cells
exp_11675,stroma-fib,stroma-immune,Monocytes
exp_11676,stroma-fib,stroma-fib,myCAFs
exp_11677,stroma-fib,stroma-fib,myCAFs
exp_11678,stroma-immune,stroma-immune,Monocytes
exp_11679,stroma-immune,stroma-immune,Monocytes
exp_11680,stroma-immune,stroma-immune,other immune cells
exp_11681,mix,stroma-immune,Macrophages
exp_11682,stroma-immune,stroma-immune,CD4 T cells
exp_11683,tumour,tumour,tumour
exp_11684,tumour,tumour,tumour
exp_11685,tumour,tumour,tumour
exp_11686,stroma-fib,stroma-immune,Unknown
exp_11687,stroma-fib,stroma-fib,myCAFs
exp_11688,stroma-immune,stroma-immune,CD4 T cells
exp_11689,tumour,tumour,tumour
exp_11690,stroma-immune,stroma-immune,other immune cells
exp_11691,stroma-immune,stroma-immune,Unknown
exp_11692,stroma-fib,stroma-fib,myCAFs
exp_11693,stroma-fib,stroma-immune,Monocytes
exp_11694,tumour,stroma-immune,Unknown
exp_11695,tumour,tumour,tumour
exp_11696,tumour,tumour,tumour
exp_11697,stroma-immune,vessel,vessel
exp_11698,stroma-immune,vessel,vessel
exp_11699,stroma-immune,stroma-immune,CD4 T cells
exp_11700,tumour,tumour,tumour
exp_11701,tumour,tumour,tumour
exp_11702,stroma-immune,stroma-immune,other immune cells
exp_11703,stroma-immune,vessel,vessel
exp_11704,stroma-immune,stroma-immune,CD4 T cells
exp_11705,stroma-immune,stroma-immune,Macrophages
exp_11706,stroma-fib,stroma-fib,myCAFs
exp_11707,stroma-fib,stroma-immune,CD4 T cells
exp_11708,tumour,tumour,tumour
exp_11709,tumour,tumour,tumour
exp_11710,stroma-immune,stroma-immune,Monocytes
exp_11711,tumour,tumour,tumour
exp_11712,tumour,stroma-immune,other immune cells
exp_11713,stroma-immune,vessel,vessel
exp_11714,stroma-immune,stroma-immune,other immune cells
exp_11715,stroma-immune,stroma-immune,CD4 T cells
exp_11716,tumour,tumour,tumour
exp_11717,tumour,tumour,tumour
exp_11718,tumour,tumour,tumour
exp_11719,mix,tumour,tumour
exp_11720,stroma-fib,stroma-fib,Unknown
exp_11721,tumour,stroma-immune,other immune cells
exp_11722,stroma-immune,vessel,vessel
exp_11723,stroma-immune,stroma-immune,Monocytes
exp_11724,stroma-immune,vessel,vessel
exp_11725,mix,stroma-immune,other immune cells
exp_11726,stroma-immune,stroma-immune,other immune cells
exp_11727,stroma-immune,stroma-immune,Macrophages
exp_11728,tumour,tumour,tumour
exp_11729,tumour,tumour,tumour
exp_11730,tumour,tumour,tumour
exp_11731,tumour,stroma-immune,Unknown
exp_11732,tumour,stroma-immune,Unknown
exp_11733,stroma-immune,vessel,vessel
exp_11734,stroma-fib,stroma-fib,Unknown
exp_11735,stroma-immune,stroma-immune,CD4 T cells
exp_11736,tumour,tumour,tumour
exp_11737,stroma-immune,stroma-immune,other immune cells
exp_11738,stroma-fib,stroma-immune,Monocytes
exp_11739,stroma-fib,stroma-fib,myCAFs
exp_11740,stroma-fib,stroma-immune,other immune cells
exp_11741,stroma-fib,stroma-immune,Unknown
exp_11742,mix,tumour,tumour
exp_11743,tumour,tumour,tumour
exp_11744,tumour,tumour,tumour
exp_11745,stroma-fib,stroma-immune,other immune cells
exp_11746,tumour,tumour,tumour
exp_11747,tumour,tumour,tumour
exp_11748,stroma-immune,vessel,vessel
exp_11749,tumour,tumour,tumour
exp_11750,mix,tumour,tumour
exp_11751,stroma-immune,stroma-immune,CD4 T cells
exp_11752,tumour,tumour,tumour
exp_11753,tumour,tumour,tumour
exp_11754,tumour,tumour,tumour
exp_11755,tumour,tumour,tumour
exp_11756,tumour,tumour,tumour
exp_11757,stroma-fib,stroma-fib,PDPN+ CAFs
exp_11758,stroma-fib,stroma-fib,myCAFs
exp_11759,stroma-immune,stroma-immune,other immune cells
exp_11760,stroma-immune,vessel,vessel
exp_11761,tumour,tumour,tumour
exp_11762,tumour,tumour,tumour
exp_11763,tumour,stroma-immune,Unknown
exp_11764,stroma-fib,stroma-immune,other immune cells
exp_11765,stroma-fib,stroma-fib,myCAFs
exp_11766,stroma-fib,stroma-immune,T cells
exp_11767,stroma-immune,stroma-immune,Unknown
exp_11768,stroma-immune,stroma-immune,Monocytes
exp_11769,stroma-immune,stroma-immune,CD4 T cells
exp_11770,stroma-fib,stroma-immune,other immune cells
exp_11771,stroma-fib,stroma-immune,Unknown
exp_11772,tumour,tumour,tumour
exp_11773,stroma-fib,stroma-fib,myCAFs
exp_11774,stroma-immune,stroma-immune,CD4 T cells
exp_11775,mix,tumour,tumour
exp_11776,stroma-immune,stroma-immune,Monocytes
exp_11777,stroma-immune,stroma-immune,other immune cells
exp_11778,stroma-immune,stroma-immune,T cells
exp_11779,stroma-immune,stroma-immune,Macrophages
exp_11780,stroma-immune,stroma-immune,CD4 T cells
exp_11781,tumour,tumour,tumour
exp_11782,tumour,tumour,tumour
exp_11783,stroma-fib,stroma-fib,myCAFs
exp_11784,stroma-fib,stroma-immune,Unknown
exp_11785,tumour,tumour,tumour
exp_11786,tumour,stroma-immune,other immune cells
exp_11787,stroma-fib,stroma-fib,myCAFs
exp_11788,stroma-immune,stroma-immune,Unknown
exp_11789,stroma-immune,stroma-immune,other immune cells
exp_11790,stroma-immune,stroma-immune,CD4 T cells
exp_11791,stroma-immune,stroma-immune,other immune cells
exp_11792,stroma-immune,stroma-immune,Monocytes
exp_11793,tumour,tumour,tumour
exp_11794,stroma-fib,stroma-immune,Unknown
exp_11795,tumour,tumour,tumour
exp_11796,tumour,tumour,tumour
exp_11797,stroma-immune,stroma-immune,other immune cells
exp_11798,tumour,tumour,tumour
exp_11799,stroma-immune,stroma-immune,CD4 T cells
exp_11800,tumour,tumour,tumour
exp_11801,tumour,tumour,tumour
exp_11802,stroma-immune,vessel,vessel
exp_11803,tumour,stroma-immune,other immune cells
exp_11804,tumour,tumour,tumour
exp_11805,tumour,tumour,tumour
exp_11806,stroma-fib,stroma-immune,Unknown
exp_11807,stroma-immune,stroma-immune,other immune cells
exp_11808,tumour,stroma-immune,other immune cells
exp_11809,tumour,tumour,tumour
exp_11810,stroma-immune,stroma-immune,Monocytes
exp_11811,stroma-fib,stroma-fib,myCAFs
exp_11812,tumour,tumour,tumour
exp_11813,stroma-fib,stroma-fib,Unknown
exp_11814,stroma-immune,stroma-immune,other immune cells
exp_11815,stroma-immune,stroma-immune,CD4 T cells
exp_11816,stroma-immune,vessel,vessel
exp_11817,tumour,tumour,tumour
exp_11818,tumour,tumour,tumour
exp_11819,tumour,tumour,tumour
exp_11820,tumour,tumour,tumour
exp_11821,tumour,tumour,tumour
exp_11822,tumour,stroma-immune,other immune cells
exp_11823,stroma-immune,stroma-immune,Unknown
exp_11824,tumour,tumour,tumour
exp_11825,stroma-fib,stroma-fib,myCAFs
exp_11826,stroma-immune,stroma-immune,Monocytes
exp_11827,stroma-immune,stroma-immune,other immune cells
exp_11828,stroma-immune,stroma-immune,other immune cells
exp_11829,stroma-immune,stroma-immune,other immune cells
exp_11830,tumour,tumour,tumour
exp_11831,tumour,tumour,tumour
exp_11832,tumour,tumour,tumour
exp_11833,tumour,stroma-immune,Unknown
exp_11834,stroma-immune,vessel,vessel
exp_11835,stroma-immune,stroma-immune,CD4 T cells
exp_11836,stroma-fib,stroma-fib,myCAFs
exp_11837,stroma-immune,vessel,vessel
exp_11838,tumour,tumour,tumour
exp_11839,tumour,tumour,tumour
exp_11840,tumour,tumour,tumour
exp_11841,stroma-immune,stroma-immune,Unknown
exp_11842,tumour,tumour,tumour
exp_11843,stroma-immune,vessel,vessel
exp_11844,stroma-immune,vessel,vessel
exp_11845,stroma-immune,stroma-immune,other immune cells
exp_11846,stroma-immune,stroma-immune,CD4 T cells
exp_11847,stroma-immune,stroma-immune,CD4 T cells
exp_11848,stroma-immune,stroma-immune,CD4 T cells
exp_11849,stroma-immune,vessel,vessel
exp_11850,tumour,tumour,tumour
exp_11851,tumour,tumour,tumour
exp_11852,tumour,tumour,tumour
exp_11853,tumour,tumour,tumour
exp_11854,stroma-fib,stroma-immune,Unknown
exp_11855,stroma-fib,stroma-fib,myCAFs
exp_11856,stroma-fib,stroma-fib,myCAFs
exp_11857,tumour,tumour,tumour
exp_11858,mix,tumour,tumour
exp_11859,stroma-immune,stroma-immune,Unknown
exp_11860,tumour,tumour,tumour
exp_11861,stroma-fib,stroma-immune,other immune cells
exp_11862,tumour,tumour,tumour
exp_11863,tumour,tumour,tumour
exp_11864,stroma-fib,stroma-fib,myCAFs
exp_11865,tumour,tumour,tumour
exp_11866,stroma-immune,stroma-immune,CD4 T cells
exp_11867,stroma-immune,stroma-immune,CD4 T cells
exp_11868,tumour,tumour,tumour
exp_11869,tumour,tumour,tumour
exp_11870,tumour,tumour,tumour
exp_11871,stroma-immune,stroma-immune,other immune cells
exp_11872,stroma-immune,stroma-immune,other immune cells
exp_11873,stroma-immune,stroma-immune,Unknown
exp_11874,stroma-fib,stroma-immune,CD4 T cells
exp_11875,tumour,tumour,tumour
exp_11876,tumour,tumour,tumour
exp_11877,tumour,tumour,tumour
exp_11878,tumour,tumour,tumour
exp_11879,tumour,tumour,tumour
exp_11880,tumour,tumour,tumour
exp_11881,stroma-fib,stroma-immune,CD4 T cells
exp_11882,tumour,stroma-immune,Unknown
exp_11883,stroma-fib,stroma-fib,myCAFs
exp_11884,stroma-immune,stroma-immune,CD4 T cells
exp_11885,stroma-fib,stroma-fib,myCAFs
exp_11886,tumour,stroma-immune,Unknown
exp_11887,stroma-immune,stroma-immune,other immune cells
exp_11888,tumour,tumour,tumour
exp_11889,tumour,tumour,tumour
exp_11890,tumour,tumour,tumour
exp_11891,stroma-fib,stroma-immune,CD4 T cells
exp_11892,stroma-immune,stroma-immune,Monocytes
exp_11893,stroma-fib,stroma-fib,myCAFs
exp_11894,tumour,stroma-immune,Unknown
exp_11895,stroma-fib,stroma-fib,myCAFs
exp_11896,stroma-fib,stroma-fib,myCAFs
exp_11897,tumour,tumour,tumour
exp_11898,mix,tumour,tumour
exp_11899,stroma-immune,vessel,vessel
exp_11900,tumour,tumour,tumour
exp_11901,stroma-immune,stroma-immune,other immune cells
exp_11902,stroma-immune,stroma-immune,CD4 T cells
exp_11903,stroma-fib,stroma-fib,Unknown
exp_11904,tumour,tumour,tumour
exp_11905,tumour,tumour,tumour
exp_11906,stroma-fib,stroma-immune,other immune cells
exp_11907,tumour,tumour,tumour
exp_11908,stroma-immune,vessel,vessel
exp_11909,mix,tumour,tumour
exp_11910,stroma-immune,stroma-immune,other immune cells
exp_11911,tumour,tumour,tumour
exp_11912,tumour,tumour,tumour
exp_11913,tumour,tumour,tumour
exp_11914,tumour,tumour,tumour
exp_11915,tumour,tumour,tumour
exp_11916,tumour,tumour,tumour
exp_11917,stroma-fib,stroma-immune,Unknown
exp_11918,stroma-fib,stroma-fib,myCAFs
exp_11919,stroma-fib,stroma-fib,myCAFs
exp_11920,tumour,tumour,tumour
exp_11921,mix,stroma-immune,Macrophages
exp_11922,stroma-immune,stroma-immune,other immune cells
exp_11923,stroma-fib,stroma-immune,Unknown
exp_11924,stroma-immune,stroma-immune,other immune cells
exp_11925,stroma-immune,stroma-immune,other immune cells
exp_11926,tumour,tumour,tumour
exp_11927,stroma-immune,stroma-immune,CD4 T cells
exp_11928,stroma-fib,stroma-fib,myCAFs
exp_11929,stroma-immune,vessel,vessel
exp_11930,tumour,tumour,tumour
exp_11931,stroma-immune,stroma-immune,Unknown
exp_11932,stroma-immune,vessel,vessel
exp_11933,tumour,tumour,tumour
exp_11934,tumour,tumour,tumour
exp_11935,tumour,tumour,tumour
exp_11936,stroma-fib,stroma-fib,myCAFs
exp_11937,stroma-fib,stroma-immune,other immune cells
exp_11938,stroma-fib,stroma-immune,Unknown
exp_11939,stroma-immune,stroma-immune,other immune cells
exp_11940,tumour,tumour,tumour
exp_11941,stroma-fib,stroma-fib,myCAFs
exp_11942,mix,tumour,tumour
exp_11943,stroma-immune,stroma-immune,CD4 T cells
exp_11944,tumour,tumour,tumour
exp_11945,stroma-immune,stroma-immune,Macrophages
exp_11946,stroma-fib,stroma-fib,myCAFs
exp_11947,stroma-fib,stroma-immune,CD4 T cells
exp_11948,stroma-fib,stroma-immune,Unknown
exp_11949,stroma-fib,stroma-fib,myCAFs
exp_11950,stroma-immune,stroma-immune,CD4 T cells
exp_11951,tumour,tumour,tumour
exp_11952,tumour,tumour,tumour
exp_11953,stroma-fib,stroma-fib,myCAFs
exp_11954,stroma-immune,stroma-immune,other immune cells
exp_11955,tumour,tumour,tumour
exp_11956,tumour,tumour,tumour
exp_11957,tumour,tumour,tumour
exp_11958,tumour,tumour,tumour
exp_11959,tumour,tumour,tumour
exp_11960,stroma-immune,vessel,vessel
exp_11961,stroma-fib,stroma-fib,PDPN+ CAFs
exp_11962,stroma-fib,stroma-fib,myCAFs
exp_11963,stroma-immune,stroma-immune,Unknown
exp_11964,tumour,tumour,tumour
exp_11965,stroma-immune,stroma-immune,CD4 T cells
exp_11966,stroma-immune,stroma-immune,other immune cells
exp_11967,tumour,tumour,tumour
exp_11968,mix,tumour,tumour
exp_11969,tumour,tumour,tumour
exp_11970,tumour,tumour,tumour
exp_11971,stroma-immune,vessel,vessel
exp_11972,mix,tumour,tumour
exp_11973,stroma-immune,stroma-immune,CD4 T cells
exp_11974,stroma-immune,stroma-immune,CD4 T cells
exp_11975,tumour,stroma-immune,Unknown
exp_11976,stroma-fib,stroma-fib,myCAFs
exp_11977,tumour,tumour,tumour
exp_11978,tumour,tumour,tumour
exp_11979,tumour,tumour,tumour
exp_11980,tumour,tumour,tumour
exp_11981,tumour,tumour,tumour
exp_11982,stroma-fib,stroma-immune,Unknown
exp_11983,stroma-fib,stroma-fib,Unknown
exp_11984,stroma-fib,stroma-fib,myCAFs
exp_11985,tumour,stroma-immune,other immune cells
exp_11986,mix,tumour,tumour
exp_11987,stroma-immune,vessel,vessel
exp_11988,stroma-immune,stroma-immune,Monocytes
exp_11989,tumour,tumour,tumour
exp_11990,tumour,tumour,tumour
exp_11991,tumour,tumour,tumour
exp_11992,stroma-immune,stroma-immune,other immune cells
exp_11993,tumour,tumour,tumour
exp_11994,tumour,tumour,tumour
exp_11995,stroma-immune,stroma-immune,CD4 T cells
exp_11996,stroma-immune,stroma-immune,CD4 T cells
exp_11997,stroma-immune,stroma-immune,CD4 T cells
exp_11998,tumour,tumour,tumour
exp_11999,tumour,tumour,tumour
exp_12000,tumour,tumour,tumour
exp_12001,stroma-fib,stroma-immune,other immune cells
exp_12002,tumour,tumour,tumour
exp_12003,tumour,tumour,tumour
exp_12004,stroma-immune,stroma-immune,Unknown
exp_12005,tumour,stroma-immune,Monocytes
exp_12006,tumour,tumour,tumour
exp_12007,stroma-immune,stroma-immune,CD4 T cells
exp_12008,stroma-fib,stroma-fib,myCAFs
exp_12009,stroma-fib,stroma-immune,Unknown
exp_12010,tumour,tumour,tumour
exp_12011,tumour,tumour,tumour
exp_12012,tumour,tumour,tumour
exp_12013,tumour,tumour,tumour
exp_12014,tumour,tumour,tumour
exp_12015,tumour,tumour,tumour
exp_12016,tumour,tumour,tumour
exp_12017,tumour,tumour,tumour
exp_12018,stroma-fib,stroma-fib,PDPN+ CAFs
exp_12019,mix,tumour,tumour
exp_12020,stroma-immune,vessel,vessel
exp_12021,tumour,tumour,tumour
exp_12022,tumour,tumour,tumour
exp_12023,tumour,tumour,tumour
exp_12024,tumour,tumour,tumour
exp_12025,tumour,tumour,tumour
exp_12026,tumour,tumour,tumour
exp_12027,stroma-fib,stroma-fib,myCAFs
exp_12028,stroma-fib,stroma-fib,myCAFs
exp_12029,stroma-immune,stroma-immune,Unknown
exp_12030,mix,tumour,tumour
exp_12031,tumour,tumour,tumour
exp_12032,stroma-fib,stroma-fib,myCAFs
exp_12033,stroma-immune,stroma-immune,Dendritic cells
exp_12034,stroma-fib,stroma-immune,Unknown
exp_12035,tumour,tumour,tumour
exp_12036,tumour,stroma-immune,Unknown
exp_12037,stroma-fib,stroma-immune,other immune cells
exp_12038,tumour,tumour,tumour
exp_12039,stroma-immune,stroma-immune,CD4 T cells
exp_12040,stroma-immune,stroma-immune,CD4 T cells
exp_12041,tumour,tumour,tumour
exp_12042,tumour,tumour,tumour
exp_12043,stroma-immune,stroma-immune,other immune cells
exp_12044,stroma-immune,stroma-immune,CD4 T cells
exp_12045,tumour,tumour,tumour
exp_12046,tumour,tumour,tumour
exp_12047,tumour,tumour,tumour
exp_12048,stroma-fib,stroma-immune,T cells
exp_12049,tumour,tumour,tumour
exp_12050,stroma-immune,vessel,vessel
exp_12051,stroma-immune,stroma-immune,other immune cells
exp_12052,stroma-immune,stroma-immune,CD4 T cells
exp_12053,stroma-fib,stroma-immune,other immune cells
exp_12054,mix,tumour,tumour
exp_12055,tumour,tumour,tumour
exp_12056,stroma-immune,stroma-immune,other immune cells
exp_12057,stroma-fib,stroma-immune,CD4 T cells
exp_12058,stroma-immune,stroma-immune,other immune cells
exp_12059,stroma-immune,stroma-immune,CD4 T cells
exp_12060,stroma-fib,stroma-immune,CD4 T cells
exp_12061,stroma-immune,vessel,vessel
exp_12062,stroma-fib,stroma-fib,PDPN+ CAFs
exp_12063,stroma-immune,stroma-immune,other immune cells
exp_12064,stroma-immune,stroma-immune,other immune cells
exp_12065,stroma-immune,stroma-immune,other immune cells
exp_12066,stroma-immune,stroma-immune,CD4 T cells
exp_12067,tumour,tumour,tumour
exp_12068,tumour,tumour,tumour
exp_12069,tumour,tumour,tumour
exp_12070,tumour,tumour,tumour
exp_12071,tumour,tumour,tumour
exp_12072,tumour,tumour,tumour
exp_12073,tumour,tumour,tumour
exp_12074,stroma-fib,stroma-fib,myCAFs
exp_12075,tumour,tumour,tumour
exp_12076,stroma-immune,vessel,vessel
exp_12077,stroma-immune,stroma-immune,Monocytes
exp_12078,stroma-immune,stroma-immune,other immune cells
exp_12079,tumour,tumour,tumour
exp_12080,tumour,stroma-immune,T cells
exp_12081,tumour,tumour,tumour
exp_12082,tumour,tumour,tumour
exp_12083,tumour,tumour,tumour
exp_12084,stroma-immune,stroma-immune,T cells
exp_12085,stroma-immune,stroma-immune,Unknown
exp_12086,stroma-immune,stroma-immune,CD4 T cells
exp_12087,tumour,tumour,tumour
exp_12088,tumour,tumour,tumour
exp_12089,stroma-immune,stroma-immune,other immune cells
exp_12090,tumour,tumour,tumour
exp_12091,stroma-fib,stroma-immune,Unknown
exp_12092,tumour,tumour,tumour
exp_12093,stroma-fib,stroma-immune,Unknown
exp_12094,stroma-immune,stroma-immune,CD4 T cells
exp_12095,tumour,tumour,tumour
exp_12096,stroma-fib,stroma-fib,myCAFs
exp_12097,stroma-immune,vessel,vessel
exp_12098,stroma-immune,stroma-immune,other immune cells
exp_12099,stroma-immune,stroma-immune,CD4 T cells
exp_12100,stroma-immune,stroma-immune,CD4 T cells
exp_12101,tumour,tumour,tumour
exp_12102,stroma-fib,stroma-fib,Unknown
exp_12103,stroma-fib,stroma-immune,Unknown
exp_12104,tumour,tumour,tumour
exp_12105,stroma-immune,stroma-immune,Macrophages
exp_12106,stroma-fib,stroma-fib,myCAFs
exp_12107,stroma-immune,vessel,vessel
exp_12108,stroma-fib,stroma-immune,Unknown
exp_12109,stroma-fib,stroma-fib,myCAFs
exp_12110,tumour,tumour,tumour
exp_12111,tumour,tumour,tumour
exp_12112,stroma-immune,stroma-immune,Monocytes
exp_12113,stroma-fib,stroma-fib,myCAFs
exp_12114,tumour,tumour,tumour
exp_12115,stroma-fib,stroma-immune,Unknown
exp_12116,stroma-fib,stroma-immune,Monocytes
exp_12117,stroma-fib,stroma-fib,myCAFs
exp_12118,stroma-fib,stroma-fib,myCAFs
exp_12119,stroma-immune,stroma-immune,CD4 T cells
exp_12120,stroma-fib,stroma-fib,myCAFs
exp_12121,tumour,stroma-immune,Unknown
exp_12122,tumour,tumour,tumour
exp_12123,mix,stroma-immune,Dendritic cells
exp_12124,stroma-immune,stroma-immune,Macrophages
exp_12125,stroma-immune,stroma-immune,other immune cells
exp_12126,stroma-immune,stroma-immune,Macrophages
exp_12127,tumour,tumour,tumour
exp_12128,tumour,tumour,tumour
exp_12129,stroma-fib,stroma-immune,CD4 T cells
exp_12130,stroma-fib,stroma-fib,PDPN+ CAFs
exp_12131,tumour,tumour,tumour
exp_12132,tumour,tumour,tumour
exp_12133,stroma-fib,stroma-fib,myCAFs
exp_12134,stroma-immune,vessel,vessel
exp_12135,tumour,tumour,tumour
exp_12136,mix,tumour,tumour
exp_12137,mix,tumour,tumour
exp_12138,stroma-immune,stroma-immune,CD4 T cells
exp_12139,tumour,tumour,tumour
exp_12140,tumour,tumour,tumour
exp_12141,tumour,tumour,tumour
exp_12142,tumour,tumour,tumour
exp_12143,tumour,tumour,tumour
exp_12144,tumour,tumour,tumour
exp_12145,stroma-fib,stroma-immune,Unknown
exp_12146,stroma-fib,stroma-fib,myCAFs
exp_12147,stroma-immune,stroma-immune,CD4 T cells
exp_12148,stroma-immune,stroma-immune,CD4 T cells
exp_12149,tumour,tumour,tumour
exp_12150,stroma-immune,stroma-immune,Monocytes
exp_12151,tumour,tumour,tumour
exp_12152,tumour,tumour,tumour
exp_12153,stroma-immune,stroma-immune,CD4 T cells
exp_12154,stroma-fib,stroma-fib,myCAFs
exp_12155,tumour,stroma-immune,Monocytes
exp_12156,stroma-fib,stroma-fib,CD90+ CAFs
exp_12157,stroma-fib,stroma-fib,myCAFs
exp_12158,mix,tumour,tumour
exp_12159,stroma-immune,stroma-immune,Monocytes
exp_12160,tumour,tumour,tumour
exp_12161,stroma-immune,stroma-immune,T cells
exp_12162,tumour,tumour,tumour
exp_12163,tumour,tumour,tumour
