,annotated_clusters_update3,svm_prediction
exp_43707,other immune cells,PDPN+ CAFs
exp_43708,Unknown,PDPN+ CAFs
exp_43709,tumour,tumour
exp_43710,tumour,tumour
exp_43711,tumour,tumour
exp_43712,T cells,T cells
exp_43713,CD4 T cells,CD4 T cells
exp_43714,tumour,tumour
exp_43715,tumour,tumour
exp_43716,tumour,tumour
exp_43717,PDPN+ CAFs,PDPN+ CAFs
exp_43718,vessel,vessel
exp_43719,tumour,tumour
exp_43720,myCAFs,T cells
exp_43721,PDPN+ CAFs,PDPN+ CAFs
exp_43722,tumour,tumour
exp_43723,Unknown,PDPN+ CAFs
exp_43724,other immune cells,other immune cells
exp_43725,tumour,tumour
exp_43726,tumour,tumour
exp_43727,tumour,tumour
exp_43728,tumour,tumour
exp_43729,tumour,tumour
exp_43730,tumour,tumour
exp_43731,tumour,tumour
exp_43732,myCAFs,T cells
exp_43733,tumour,tumour
exp_43734,tumour,tumour
exp_43735,tumour,other immune cells
exp_43736,tumour,tumour
exp_43737,T cells,T cells
exp_43738,tumour,tumour
exp_43739,tumour,tumour
exp_43740,myCAFs,myCAFs
exp_43741,tumour,tumour
exp_43742,tumour,tumour
exp_43743,Unknown,tumour
exp_43744,tumour,other immune cells
exp_43745,tumour,tumour
exp_43746,myCAFs,myCAFs
exp_43747,tumour,tumour
exp_43748,tumour,tumour
exp_43749,tumour,tumour
exp_43750,tumour,tumour
exp_43751,tumour,tumour
exp_43752,tumour,tumour
exp_43753,tumour,Macrophages
exp_43754,tumour,tumour
exp_43755,myCAFs,CD90+ CAFs
exp_43756,tumour,tumour
exp_43757,tumour,tumour
exp_43758,Unknown,other immune cells
exp_43759,tumour,tumour
exp_43760,tumour,tumour
exp_43761,tumour,tumour
exp_43762,tumour,tumour
exp_43763,myCAFs,PDPN+ CAFs
exp_43764,tumour,tumour
exp_43765,tumour,tumour
exp_43766,vessel,vessel
exp_43767,tumour,tumour
exp_43768,tumour,tumour
exp_43769,tumour,tumour
exp_43770,PDPN+ CAFs,Monocytes
exp_43771,tumour,tumour
exp_43772,tumour,tumour
exp_43773,tumour,tumour
exp_43774,tumour,tumour
exp_43775,tumour,tumour
exp_43776,other immune cells,other immune cells
exp_43777,tumour,other immune cells
exp_43778,tumour,tumour
exp_43779,tumour,tumour
exp_43780,tumour,tumour
exp_43781,tumour,tumour
exp_43782,tumour,tumour
exp_43783,tumour,tumour
exp_43784,tumour,tumour
exp_43785,tumour,tumour
exp_43786,tumour,tumour
exp_43787,PDPN+ CAFs,CD90+ CAFs
exp_43788,tumour,tumour
exp_43789,tumour,tumour
exp_43790,Unknown,tumour
exp_43791,tumour,tumour
exp_43792,tumour,tumour
exp_43793,other immune cells,Monocytes
exp_43794,tumour,other immune cells
exp_43795,tumour,tumour
exp_43796,tumour,tumour
exp_43797,tumour,tumour
exp_43798,tumour,tumour
exp_43799,Unknown,PDPN+ CAFs
exp_43800,vessel,T cells
exp_43801,tumour,tumour
exp_43802,tumour,tumour
exp_43803,tumour,Monocytes
exp_43804,tumour,tumour
exp_43805,tumour,tumour
exp_43806,tumour,tumour
exp_43807,tumour,tumour
exp_43808,myCAFs,myCAFs
exp_43809,Monocytes,Monocytes
exp_43810,Unknown,tumour
exp_43811,tumour,tumour
exp_43812,tumour,Monocytes
exp_43813,tumour,tumour
exp_43814,tumour,tumour
exp_43815,tumour,tumour
exp_43816,tumour,tumour
exp_43817,other immune cells,tumour
exp_43818,other immune cells,other immune cells
exp_43819,other immune cells,other immune cells
exp_43820,vessel,vessel
exp_43821,Monocytes,Monocytes
exp_43822,myCAFs,myCAFs
exp_43823,myCAFs,myCAFs
exp_43824,PDPN+ CAFs,PDPN+ CAFs
exp_43825,tumour,tumour
exp_43826,Unknown,tumour
exp_43827,tumour,tumour
exp_43828,other immune cells,PDPN+ CAFs
exp_43829,tumour,tumour
exp_43830,tumour,tumour
exp_43831,PDPN+ CAFs,PDPN+ CAFs
exp_43832,tumour,tumour
exp_43833,other immune cells,other immune cells
exp_43834,tumour,tumour
exp_43835,tumour,tumour
exp_43836,tumour,tumour
exp_43837,tumour,T cells
exp_43838,tumour,tumour
exp_43839,tumour,tumour
exp_43840,tumour,tumour
exp_43841,tumour,tumour
exp_43842,tumour,tumour
exp_43843,tumour,tumour
exp_43844,tumour,tumour
exp_43845,tumour,tumour
exp_43846,tumour,tumour
exp_43847,Unknown,other immune cells
exp_43848,other immune cells,tumour
exp_43849,myCAFs,myCAFs
exp_43850,tumour,tumour
exp_43851,tumour,tumour
exp_43852,tumour,tumour
exp_43853,tumour,tumour
exp_43854,tumour,tumour
exp_43855,tumour,tumour
exp_43856,tumour,tumour
exp_43857,PDPN+ CAFs,PDPN+ CAFs
exp_43858,myCAFs,myCAFs
exp_43859,CD4 T cells,CD4 T cells
exp_43860,tumour,tumour
exp_43861,CD4 T cells,CD4 T cells
exp_43862,tumour,CD4 T cells
exp_43863,myCAFs,tumour
exp_43864,PDPN+ CAFs,PDPN+ CAFs
exp_43865,tumour,tumour
exp_43866,tumour,tumour
exp_43867,tumour,tumour
exp_43868,tumour,tumour
exp_43869,tumour,tumour
exp_43870,tumour,tumour
exp_43871,myCAFs,myCAFs
exp_43872,PDPN+ CAFs,PDPN+ CAFs
exp_43873,Unknown,tumour
exp_43874,vessel,vessel
exp_43875,tumour,tumour
exp_43876,PDPN+ CAFs,PDPN+ CAFs
exp_43877,myCAFs,myCAFs
exp_43878,CD90+ CAFs,CD90+ CAFs
exp_43879,other immune cells,other immune cells
exp_43880,vessel,vessel
exp_43881,PDPN+ CAFs,PDPN+ CAFs
exp_43882,tumour,tumour
exp_43883,tumour,tumour
exp_43884,myCAFs,myCAFs
exp_43885,Monocytes,Monocytes
exp_43886,tumour,tumour
exp_43887,tumour,tumour
exp_43888,tumour,tumour
exp_43889,tumour,tumour
exp_43890,tumour,tumour
exp_43891,T cells,T cells
exp_43892,tumour,tumour
exp_43893,myCAFs,myCAFs
exp_43894,tumour,tumour
exp_43895,tumour,tumour
exp_43896,tumour,tumour
exp_43897,tumour,tumour
exp_43898,tumour,tumour
exp_43899,tumour,tumour
exp_43900,other immune cells,other immune cells
exp_43901,CD4 T cells,T cells
exp_43902,tumour,tumour
exp_43903,tumour,tumour
exp_43904,tumour,tumour
exp_43905,tumour,tumour
exp_43906,tumour,tumour
exp_43907,tumour,tumour
exp_43908,tumour,tumour
exp_43909,Unknown,tumour
exp_43910,tumour,tumour
exp_43911,tumour,tumour
exp_43912,myCAFs,PDPN+ CAFs
exp_43913,tumour,tumour
exp_43914,Unknown,vessel
exp_43915,vessel,vessel
exp_43916,tumour,tumour
exp_43917,tumour,tumour
exp_43918,tumour,tumour
exp_43919,PDPN+ CAFs,T cells
exp_43920,PDPN+ CAFs,PDPN+ CAFs
exp_43921,tumour,tumour
exp_43922,tumour,tumour
exp_43923,Unknown,tumour
exp_43924,tumour,tumour
exp_43925,tumour,other immune cells
exp_43926,tumour,tumour
exp_43927,myCAFs,myCAFs
exp_43928,tumour,tumour
exp_43929,tumour,tumour
exp_43930,tumour,tumour
exp_43931,tumour,tumour
exp_43932,tumour,tumour
exp_43933,tumour,tumour
exp_43934,vessel,vessel
exp_43935,tumour,tumour
exp_43936,tumour,tumour
exp_43937,tumour,tumour
exp_43938,tumour,tumour
exp_43939,tumour,tumour
exp_43940,tumour,tumour
exp_43941,PDPN+ CAFs,T cells
exp_43942,tumour,tumour
exp_43943,tumour,tumour
exp_43944,tumour,tumour
exp_43945,tumour,tumour
exp_43946,tumour,tumour
exp_43947,vessel,vessel
exp_43948,tumour,tumour
exp_43949,myCAFs,myCAFs
exp_43950,tumour,tumour
exp_43951,CD4 T cells,CD4 T cells
exp_43952,tumour,tumour
exp_43953,tumour,tumour
exp_43954,tumour,tumour
exp_43955,tumour,tumour
exp_43956,tumour,tumour
exp_43957,tumour,tumour
exp_43958,tumour,tumour
exp_43959,tumour,tumour
exp_43960,tumour,tumour
exp_43961,PDPN+ CAFs,PDPN+ CAFs
exp_43962,myCAFs,myCAFs
exp_43963,tumour,tumour
exp_43964,tumour,tumour
exp_43965,tumour,tumour
exp_43966,tumour,CD4 T cells
exp_43967,tumour,tumour
exp_43968,tumour,tumour
exp_43969,tumour,T cells
exp_43970,tumour,tumour
exp_43971,CD90+ CAFs,CD90+ CAFs
exp_43972,Monocytes,Monocytes
exp_43973,tumour,CD4 T cells
exp_43974,tumour,tumour
exp_43975,tumour,tumour
exp_43976,tumour,T cells
exp_43977,Unknown,tumour
exp_43978,vessel,vessel
exp_43979,tumour,tumour
exp_43980,other immune cells,other immune cells
exp_43981,tumour,tumour
exp_43982,tumour,tumour
exp_43983,PDPN+ CAFs,CD4 T cells
exp_43984,tumour,tumour
exp_43985,tumour,CD4 T cells
exp_43986,tumour,tumour
exp_43987,tumour,tumour
exp_43988,tumour,tumour
exp_43989,tumour,tumour
exp_43990,other immune cells,PDPN+ CAFs
exp_43991,PDPN+ CAFs,PDPN+ CAFs
exp_43992,myCAFs,CD4 T cells
exp_43993,myCAFs,myCAFs
exp_43994,vessel,vessel
exp_43995,tumour,tumour
exp_43996,tumour,tumour
exp_43997,Unknown,tumour
exp_43998,tumour,tumour
exp_43999,tumour,tumour
exp_44000,tumour,tumour
exp_44001,tumour,tumour
exp_44002,tumour,tumour
exp_44003,tumour,tumour
exp_44004,tumour,tumour
exp_44005,tumour,tumour
exp_44006,tumour,tumour
exp_44007,tumour,tumour
exp_44008,tumour,tumour
exp_44009,tumour,tumour
exp_44010,tumour,tumour
exp_44011,tumour,tumour
exp_44012,PDPN+ CAFs,myCAFs
exp_44013,PDPN+ CAFs,PDPN+ CAFs
exp_44014,tumour,tumour
exp_44015,Unknown,tumour
exp_44016,tumour,tumour
exp_44017,tumour,tumour
exp_44018,other immune cells,other immune cells
exp_44019,Unknown,Monocytes
exp_44020,tumour,tumour
exp_44021,myCAFs,myCAFs
exp_44022,tumour,tumour
exp_44023,tumour,tumour
exp_44024,tumour,tumour
exp_44025,tumour,tumour
exp_44026,tumour,tumour
exp_44027,tumour,tumour
exp_44028,Unknown,PDPN+ CAFs
exp_44029,tumour,tumour
exp_44030,tumour,tumour
exp_44031,tumour,tumour
exp_44032,CD4 T cells,CD4 T cells
exp_44033,tumour,tumour
exp_44034,tumour,tumour
exp_44035,Unknown,tumour
exp_44036,tumour,tumour
exp_44037,tumour,tumour
exp_44038,Monocytes,tumour
exp_44039,tumour,tumour
exp_44040,myCAFs,PDPN+ CAFs
exp_44041,Unknown,tumour
exp_44042,tumour,tumour
exp_44043,tumour,tumour
exp_44044,tumour,tumour
exp_44045,Unknown,PDPN+ CAFs
exp_44046,tumour,tumour
exp_44047,tumour,tumour
exp_44048,tumour,tumour
exp_44049,tumour,tumour
exp_44050,tumour,tumour
exp_44051,tumour,tumour
exp_44052,tumour,tumour
exp_44053,myCAFs,myCAFs
exp_44054,Unknown,tumour
exp_44055,tumour,T cells
exp_44056,CD4 T cells,CD4 T cells
exp_44057,tumour,tumour
exp_44058,tumour,tumour
exp_44059,tumour,tumour
exp_44060,tumour,tumour
exp_44061,tumour,tumour
exp_44062,tumour,tumour
exp_44063,tumour,tumour
exp_44064,tumour,tumour
exp_44065,tumour,tumour
exp_44066,tumour,tumour
exp_44067,tumour,tumour
exp_44068,tumour,tumour
exp_44069,tumour,tumour
exp_44070,tumour,tumour
exp_44071,tumour,tumour
exp_44072,tumour,tumour
exp_44073,tumour,tumour
exp_44074,Unknown,tumour
exp_44075,tumour,tumour
exp_44076,myCAFs,myCAFs
exp_44077,tumour,tumour
exp_44078,Unknown,tumour
exp_44079,tumour,tumour
exp_44080,tumour,tumour
exp_44081,Unknown,CD90+ CAFs
exp_44082,tumour,tumour
exp_44083,tumour,tumour
exp_44084,tumour,tumour
exp_44085,vessel,vessel
exp_44086,tumour,tumour
exp_44087,tumour,tumour
exp_44088,tumour,tumour
exp_44089,tumour,tumour
exp_44090,tumour,tumour
exp_44091,Unknown,tumour
exp_44092,tumour,tumour
exp_44093,tumour,tumour
exp_44094,tumour,tumour
exp_44095,tumour,tumour
exp_44096,tumour,tumour
exp_44097,tumour,tumour
exp_44098,tumour,tumour
exp_44099,Unknown,tumour
exp_44100,PDPN+ CAFs,PDPN+ CAFs
exp_44101,tumour,tumour
exp_44102,tumour,tumour
exp_44103,tumour,tumour
exp_44104,tumour,tumour
exp_44105,tumour,tumour
exp_44106,T cells,T cells
exp_44107,myCAFs,T cells
exp_44108,tumour,tumour
exp_44109,tumour,tumour
exp_44110,tumour,tumour
exp_44111,tumour,tumour
exp_44112,CD90+ CAFs,CD90+ CAFs
exp_44113,tumour,tumour
exp_44114,tumour,tumour
exp_44115,tumour,tumour
exp_44116,myCAFs,PDPN+ CAFs
exp_44117,tumour,tumour
exp_44118,tumour,tumour
exp_44119,tumour,tumour
exp_44120,tumour,tumour
exp_44121,tumour,tumour
exp_44122,tumour,tumour
exp_44123,tumour,tumour
exp_44124,tumour,tumour
exp_44125,tumour,tumour
exp_44126,tumour,tumour
exp_44127,tumour,tumour
exp_44128,tumour,tumour
exp_44129,tumour,tumour
exp_44130,tumour,Monocytes
exp_44131,tumour,other immune cells
exp_44132,tumour,tumour
exp_44133,myCAFs,Monocytes
exp_44134,tumour,tumour
exp_44135,tumour,tumour
exp_44136,tumour,tumour
exp_44137,tumour,tumour
exp_44138,tumour,tumour
exp_44139,myCAFs,myCAFs
exp_44140,Unknown,CD90+ CAFs
exp_44141,tumour,tumour
exp_44142,CD90+ CAFs,CD90+ CAFs
exp_44143,other immune cells,other immune cells
exp_44144,tumour,tumour
exp_44145,myCAFs,myCAFs
exp_44146,CD90+ CAFs,CD90+ CAFs
exp_44147,tumour,tumour
exp_44148,tumour,tumour
exp_44149,tumour,tumour
exp_44150,tumour,tumour
exp_44151,tumour,tumour
exp_44152,tumour,tumour
exp_44153,tumour,tumour
exp_44154,tumour,other immune cells
exp_44155,tumour,tumour
exp_44156,tumour,tumour
exp_44157,tumour,tumour
exp_44158,tumour,tumour
exp_44159,CD90+ CAFs,T cells
exp_44160,tumour,tumour
exp_44161,tumour,tumour
exp_44162,tumour,tumour
exp_44163,tumour,tumour
exp_44164,Unknown,other immune cells
exp_44165,tumour,tumour
exp_44166,tumour,tumour
exp_44167,Monocytes,Monocytes
exp_44168,tumour,tumour
exp_44169,tumour,tumour
exp_44170,tumour,tumour
exp_44171,tumour,tumour
exp_44172,tumour,tumour
exp_44173,tumour,tumour
exp_44174,tumour,tumour
exp_44175,tumour,tumour
exp_44176,tumour,tumour
exp_44177,tumour,tumour
exp_44178,tumour,tumour
exp_44179,tumour,tumour
exp_44180,myCAFs,PDPN+ CAFs
exp_44181,PDPN+ CAFs,PDPN+ CAFs
exp_44182,CD90+ CAFs,CD90+ CAFs
exp_44183,tumour,tumour
exp_44184,tumour,tumour
exp_44185,tumour,T cells
exp_44186,tumour,tumour
exp_44187,tumour,tumour
exp_44188,tumour,tumour
exp_44189,tumour,tumour
exp_44190,myCAFs,myCAFs
exp_44191,tumour,tumour
exp_44192,other immune cells,tumour
exp_44193,vessel,vessel
exp_44194,tumour,tumour
exp_44195,tumour,tumour
exp_44196,tumour,tumour
exp_44197,Unknown,tumour
exp_44198,tumour,tumour
exp_44199,tumour,tumour
exp_44200,myCAFs,Monocytes
exp_44201,myCAFs,PDPN+ CAFs
exp_44202,tumour,tumour
exp_44203,tumour,tumour
exp_44204,tumour,tumour
exp_44205,tumour,tumour
exp_44206,tumour,tumour
exp_44207,PDPN+ CAFs,PDPN+ CAFs
exp_44208,CD90+ CAFs,CD90+ CAFs
exp_44209,tumour,tumour
exp_44210,tumour,tumour
exp_44211,Unknown,tumour
exp_44212,tumour,tumour
exp_44213,tumour,tumour
exp_44214,myCAFs,PDPN+ CAFs
exp_44215,myCAFs,myCAFs
exp_44216,tumour,tumour
exp_44217,tumour,tumour
exp_44218,tumour,tumour
exp_44219,tumour,tumour
exp_44220,tumour,tumour
exp_44221,tumour,tumour
exp_44222,tumour,tumour
exp_44223,tumour,tumour
exp_44224,tumour,other immune cells
exp_44225,tumour,tumour
exp_44226,tumour,tumour
exp_44227,Unknown,PDPN+ CAFs
exp_44228,tumour,tumour
exp_44229,myCAFs,PDPN+ CAFs
exp_44230,other immune cells,other immune cells
exp_44231,vessel,vessel
exp_44232,tumour,tumour
exp_44233,tumour,tumour
exp_44234,tumour,tumour
exp_44235,tumour,tumour
exp_44236,Unknown,tumour
exp_44237,tumour,tumour
exp_44238,tumour,tumour
exp_44239,tumour,tumour
exp_44240,tumour,tumour
exp_44241,Monocytes,Monocytes
exp_44242,tumour,tumour
exp_44243,tumour,tumour
exp_44244,tumour,tumour
exp_44245,tumour,tumour
exp_44246,myCAFs,CD4 T cells
exp_44247,tumour,tumour
exp_44248,tumour,tumour
exp_44249,myCAFs,myCAFs
exp_44250,myCAFs,myCAFs
exp_44251,tumour,tumour
exp_44252,tumour,tumour
exp_44253,tumour,tumour
exp_44254,tumour,tumour
exp_44255,tumour,tumour
exp_44256,CD4 T cells,CD4 T cells
exp_44257,tumour,tumour
exp_44258,tumour,tumour
exp_44259,tumour,tumour
exp_44260,tumour,tumour
exp_44261,tumour,tumour
exp_44262,tumour,T cells
exp_44263,tumour,tumour
exp_44264,tumour,tumour
exp_44265,tumour,tumour
exp_44266,tumour,tumour
exp_44267,tumour,tumour
exp_44268,tumour,tumour
exp_44269,tumour,tumour
exp_44270,tumour,tumour
exp_44271,tumour,tumour
exp_44272,tumour,tumour
exp_44273,tumour,tumour
exp_44274,tumour,tumour
exp_44275,myCAFs,T cells
exp_44276,myCAFs,myCAFs
exp_44277,tumour,tumour
exp_44278,PDPN+ CAFs,PDPN+ CAFs
exp_44279,tumour,tumour
exp_44280,tumour,tumour
exp_44281,tumour,tumour
exp_44282,tumour,tumour
exp_44283,PDPN+ CAFs,PDPN+ CAFs
exp_44284,tumour,tumour
exp_44285,myCAFs,myCAFs
exp_44286,tumour,tumour
exp_44287,myCAFs,myCAFs
exp_44288,tumour,tumour
exp_44289,tumour,tumour
exp_44290,vessel,vessel
exp_44291,tumour,tumour
exp_44292,tumour,tumour
exp_44293,tumour,tumour
exp_44294,tumour,tumour
exp_44295,tumour,tumour
exp_44296,PDPN+ CAFs,PDPN+ CAFs
exp_44297,tumour,tumour
exp_44298,Monocytes,Monocytes
exp_44299,tumour,tumour
exp_44300,tumour,tumour
exp_44301,myCAFs,PDPN+ CAFs
exp_44302,tumour,tumour
exp_44303,tumour,tumour
exp_44304,tumour,tumour
exp_44305,tumour,tumour
exp_44306,tumour,tumour
exp_44307,tumour,other immune cells
exp_44308,tumour,tumour
exp_44309,tumour,tumour
exp_44310,tumour,tumour
exp_44311,myCAFs,CD4 T cells
exp_44312,tumour,tumour
exp_44313,tumour,tumour
exp_44314,tumour,tumour
exp_44315,tumour,tumour
exp_44316,tumour,tumour
exp_44317,tumour,tumour
exp_44318,tumour,tumour
exp_44319,tumour,tumour
exp_44320,tumour,tumour
exp_44321,tumour,tumour
exp_44322,tumour,tumour
exp_44323,tumour,other immune cells
exp_44324,myCAFs,myCAFs
exp_44325,tumour,tumour
exp_44326,CD90+ CAFs,CD90+ CAFs
exp_44327,Unknown,PDPN+ CAFs
exp_44328,tumour,tumour
exp_44329,tumour,tumour
exp_44330,tumour,tumour
exp_44331,tumour,tumour
exp_44332,myCAFs,myCAFs
exp_44333,tumour,tumour
exp_44334,tumour,tumour
exp_44335,tumour,tumour
exp_44336,tumour,T cells
exp_44337,tumour,tumour
exp_44338,tumour,tumour
exp_44339,tumour,tumour
exp_44340,tumour,tumour
exp_44341,tumour,other immune cells
exp_44342,myCAFs,myCAFs
exp_44343,tumour,tumour
exp_44344,tumour,tumour
exp_44345,tumour,tumour
exp_44346,tumour,tumour
exp_44347,myCAFs,PDPN+ CAFs
exp_44348,tumour,tumour
exp_44349,tumour,tumour
exp_44350,tumour,tumour
exp_44351,tumour,tumour
exp_44352,tumour,tumour
exp_44353,tumour,tumour
exp_44354,tumour,tumour
exp_44355,tumour,tumour
exp_44356,tumour,tumour
exp_44357,tumour,tumour
exp_44358,tumour,tumour
exp_44359,PDPN+ CAFs,PDPN+ CAFs
exp_44360,tumour,tumour
exp_44361,tumour,tumour
exp_44362,tumour,tumour
exp_44363,tumour,tumour
exp_44364,tumour,tumour
exp_44365,Unknown,vessel
exp_44366,PDPN+ CAFs,PDPN+ CAFs
exp_44367,tumour,tumour
exp_44368,tumour,tumour
exp_44369,tumour,Monocytes
exp_44370,tumour,tumour
exp_44371,tumour,tumour
exp_44372,Unknown,PDPN+ CAFs
exp_44373,tumour,tumour
exp_44374,tumour,tumour
exp_44375,tumour,tumour
exp_44376,tumour,tumour
exp_44377,tumour,tumour
exp_44378,CD4 T cells,CD4 T cells
exp_44379,tumour,tumour
exp_44380,tumour,tumour
exp_44381,tumour,tumour
exp_44382,tumour,tumour
exp_44383,tumour,tumour
exp_44384,PDPN+ CAFs,PDPN+ CAFs
exp_44385,tumour,tumour
exp_44386,tumour,tumour
exp_44387,tumour,tumour
exp_44388,tumour,tumour
exp_44389,tumour,tumour
exp_44390,tumour,CD4 T cells
exp_44391,myCAFs,myCAFs
exp_44392,tumour,tumour
exp_44393,myCAFs,myCAFs
exp_44394,tumour,tumour
exp_44395,tumour,tumour
exp_44396,CD4 T cells,CD4 T cells
exp_44397,tumour,PDPN+ CAFs
exp_44398,other immune cells,Monocytes
exp_44399,tumour,tumour
exp_44400,tumour,tumour
exp_44401,tumour,Monocytes
exp_44402,tumour,tumour
exp_44403,tumour,tumour
exp_44404,tumour,tumour
exp_44405,tumour,tumour
exp_44406,tumour,tumour
exp_44407,tumour,T cells
exp_44408,myCAFs,myCAFs
exp_44409,myCAFs,myCAFs
exp_44410,tumour,tumour
exp_44411,vessel,vessel
exp_44412,tumour,tumour
exp_44413,tumour,tumour
exp_44414,tumour,tumour
exp_44415,tumour,tumour
exp_44416,tumour,tumour
exp_44417,tumour,tumour
exp_44418,tumour,tumour
exp_44419,tumour,tumour
exp_44420,tumour,PDPN+ CAFs
exp_44421,myCAFs,myCAFs
exp_44422,tumour,tumour
exp_44423,tumour,tumour
exp_44424,tumour,tumour
exp_44425,other immune cells,PDPN+ CAFs
exp_44426,tumour,tumour
exp_44427,Unknown,myCAFs
exp_44428,tumour,tumour
exp_44429,tumour,tumour
exp_44430,tumour,tumour
exp_44431,tumour,tumour
exp_44432,tumour,tumour
exp_44433,tumour,tumour
exp_44434,tumour,tumour
exp_44435,tumour,tumour
exp_44436,tumour,tumour
exp_44437,tumour,tumour
exp_44438,tumour,tumour
exp_44439,tumour,tumour
exp_44440,tumour,tumour
exp_44441,tumour,tumour
exp_44442,Unknown,PDPN+ CAFs
exp_44443,myCAFs,myCAFs
exp_44444,tumour,tumour
exp_44445,Monocytes,Monocytes
exp_44446,tumour,tumour
exp_44447,tumour,tumour
exp_44448,tumour,tumour
exp_44449,tumour,tumour
exp_44450,tumour,tumour
exp_44451,CD4 T cells,CD4 T cells
exp_44452,tumour,tumour
exp_44453,tumour,tumour
exp_44454,tumour,CD90+ CAFs
exp_44455,tumour,tumour
exp_44456,tumour,tumour
exp_44457,tumour,tumour
exp_44458,tumour,tumour
exp_44459,tumour,tumour
exp_44460,tumour,tumour
exp_44461,tumour,tumour
exp_44462,tumour,tumour
exp_44463,tumour,tumour
exp_44464,tumour,tumour
exp_44465,Unknown,tumour
exp_44466,tumour,tumour
exp_44467,tumour,tumour
exp_44468,tumour,tumour
exp_44469,tumour,tumour
exp_44470,Unknown,PDPN+ CAFs
exp_44471,tumour,tumour
exp_44472,tumour,tumour
exp_44473,PDPN+ CAFs,PDPN+ CAFs
exp_44474,tumour,tumour
exp_44475,tumour,tumour
exp_44476,tumour,tumour
exp_44477,tumour,tumour
exp_44478,tumour,tumour
exp_44479,tumour,tumour
exp_44480,Unknown,tumour
exp_44481,tumour,tumour
exp_44482,tumour,tumour
exp_44483,tumour,tumour
exp_44484,tumour,tumour
exp_44485,tumour,tumour
exp_44486,tumour,tumour
exp_44487,myCAFs,PDPN+ CAFs
exp_44488,tumour,tumour
exp_44489,tumour,tumour
exp_44490,tumour,tumour
exp_44491,tumour,tumour
exp_44492,tumour,tumour
exp_44493,Unknown,tumour
exp_44494,tumour,tumour
exp_44495,other immune cells,PDPN+ CAFs
exp_44496,tumour,Monocytes
exp_44497,tumour,tumour
exp_44498,tumour,tumour
exp_44499,tumour,tumour
exp_44500,tumour,tumour
exp_44501,tumour,Monocytes
exp_44502,myCAFs,PDPN+ CAFs
exp_44503,myCAFs,myCAFs
exp_44504,tumour,tumour
exp_44505,tumour,tumour
exp_44506,tumour,tumour
exp_44507,tumour,tumour
exp_44508,Unknown,tumour
exp_44509,tumour,tumour
exp_44510,tumour,tumour
exp_44511,tumour,tumour
exp_44512,tumour,tumour
exp_44513,tumour,tumour
exp_44514,tumour,tumour
exp_44515,tumour,tumour
exp_44516,tumour,tumour
exp_44517,tumour,tumour
exp_44518,tumour,tumour
exp_44519,tumour,tumour
exp_44520,tumour,tumour
exp_44521,tumour,tumour
exp_44522,tumour,tumour
exp_44523,tumour,tumour
exp_44524,myCAFs,PDPN+ CAFs
exp_44525,myCAFs,myCAFs
exp_44526,PDPN+ CAFs,Monocytes
exp_44527,myCAFs,myCAFs
exp_44528,tumour,tumour
exp_44529,tumour,tumour
exp_44530,tumour,tumour
exp_44531,tumour,tumour
exp_44532,tumour,tumour
exp_44533,tumour,tumour
exp_44534,tumour,Macrophages
exp_44535,tumour,tumour
exp_44536,tumour,tumour
exp_44537,tumour,CD4 T cells
exp_44538,tumour,tumour
exp_44539,Unknown,tumour
exp_44540,tumour,tumour
exp_44541,tumour,tumour
exp_44542,tumour,tumour
exp_44543,tumour,tumour
exp_44544,PDPN+ CAFs,PDPN+ CAFs
exp_44545,tumour,tumour
exp_44546,tumour,tumour
exp_44547,tumour,tumour
exp_44548,tumour,tumour
exp_44549,tumour,tumour
exp_44550,tumour,tumour
exp_44551,tumour,tumour
exp_44552,tumour,tumour
exp_44553,tumour,tumour
exp_44554,tumour,tumour
exp_44555,tumour,tumour
exp_44556,tumour,tumour
exp_44557,tumour,tumour
exp_44558,tumour,tumour
exp_44559,tumour,tumour
exp_44560,tumour,tumour
exp_44561,tumour,tumour
exp_44562,tumour,tumour
exp_44563,tumour,tumour
exp_44564,Unknown,tumour
exp_44565,tumour,tumour
exp_44566,tumour,tumour
exp_44567,tumour,tumour
exp_44568,tumour,tumour
exp_44569,tumour,tumour
exp_44570,tumour,tumour
exp_44571,myCAFs,myCAFs
exp_44572,tumour,tumour
exp_44573,tumour,Monocytes
exp_44574,tumour,tumour
exp_44575,tumour,tumour
exp_44576,tumour,tumour
exp_44577,tumour,tumour
exp_44578,tumour,tumour
exp_44579,tumour,tumour
exp_44580,tumour,tumour
exp_44581,tumour,T cells
exp_44582,tumour,tumour
exp_44583,tumour,tumour
exp_44584,tumour,tumour
exp_44585,tumour,tumour
exp_44586,tumour,tumour
exp_44587,tumour,tumour
exp_44588,tumour,tumour
exp_44589,tumour,tumour
exp_44590,other immune cells,other immune cells
exp_44591,tumour,tumour
exp_44592,tumour,tumour
exp_44593,tumour,tumour
exp_44594,tumour,tumour
exp_44595,tumour,tumour
exp_44596,tumour,CD4 T cells
exp_44597,tumour,tumour
exp_44598,tumour,tumour
exp_44599,tumour,tumour
exp_44600,tumour,tumour
exp_44601,tumour,tumour
exp_44602,tumour,tumour
exp_44603,tumour,tumour
exp_44604,tumour,tumour
exp_44605,tumour,tumour
exp_44606,PDPN+ CAFs,CD4 T cells
exp_44607,tumour,tumour
exp_44608,tumour,tumour
exp_44609,myCAFs,myCAFs
exp_44610,tumour,tumour
exp_44611,Unknown,vessel
exp_44612,tumour,tumour
